restaurant_id,external_merchant_id,komsco_name,komsco_address,coordinates_null,final_status,verification_status,verification_reason,naver_rank,naver_place_id,naver_name,naver_category,naver_road_address,naver_jibun_address,qwen_ranking,qwen_semantic_decision,qwen_semantic_reason,fatal_veto,elapsed_ms,gold_label,correct_place_id,reviewer_note
10024,ccd42c9b15adaad1e6d13e9e2663a268,논현감자탕,"서울특별시 강남구 학동로 235, 2층 (논현동) 논현감자탕",NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1702659927,논현감자탕,,서울 강남구 학동로 235 로이빌딩 2층 논현감자탕,서울 강남구 논현동 90-6,"0,1,2,3,4",MATCH,"주소의 핵심 요소인 도로명(학동로 235)과 지번(논현동)이 일치하며, 상호명(논현감자탕)도 동일합니다. 건물명(로이빌딩)과 층(2층)은 생략되었지만, 주소의 핵심 동일성 증거가 충분합니다. PCMap의 카테고리가 '없음'으로 명확한 비음식 업종이 아닙니다. 따라서 MATCH로 판단합니다.",OUT_OF_SCOPE,166511,,,
10047,2d950d8406732e5f143e87957ae8f93c,리미지,서울특별시 강남구 언주로147길 18 지1층 리미지,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1264594524,"이미지팩토리 논현점사진,스튜디오",,서울 강남구 선릉로137길 18-7 지하2층,서울 강남구 논현동 104-6,"0,1,2,3,4",NO_MATCH,"주소의 도로명 및 건물번호가 명확히 다르고, 카테고리가 음식점이 아님. 비음식 업종으로 분류되어 명백한 일치 없음.",,106561,,,
10059,25a13f8b185c64b92f035f1493c22d70,메이크 어 딜리버리,"서울특별시 강남구 학동로34길 24, 지상1층 (논현동) 메이크 어 딜리버리",NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1125949386,메이크어딜리버리한식,,서울 마포구 만리재옛길 24-5,서울 마포구 신공덕동 9-15,"0,1,2",NO_MATCH,"주소의 도로명과 건물번호가完全不同하며, PCMap의 카테고리가 '없음'으로 명확히 음식점이 아님. KOMSCO의 음식점 등록만으로 PCMap을 음식점으로 확정할 수 없음. 주소의 핵심 동일성 증거가 부족함.",DISTRICT_CONTRADICTION,51026,,,
10064,dd8884ae20f6a6d97b282ea7a0dc481b,천안상회,서울시 강남구 강남대로122길 천안상회,YES,AMBIGUOUS,REJECTED,NO_MATCH,1,1257276535,천안상회과일,,경기 안양시 동안구 흥안대로 313 천안상회,경기 안양시 동안구 평촌동 934-1,"0,1,2",NO_MATCH,"주소 정보가 서로 다르고, PCMap 상세 카테고리가 명확히 음식점이 아님. 도로명, 시·구, 건물번호 모두 차이가 있음. 주소의 핵심 동일성 증거가 부족함.",DISTRICT_CONTRADICTION,46294,,,
10072,984b12c68cbd387f1758d4520c6e7a5d,찌개마을 시골촌,서울특별시 강남구 학동로34길 17 (논현동) 지상1층,NO,AMBIGUOUS,UNRESOLVED,SEMANTIC_UNCERTAIN,1,1451543155,찌개마을시골촌닭볶음탕,,서울 강남구 학동로34길 17 지상1층,서울 강남구 논현동 212-14,0,MATCH,"주소 정보에서 도로명(학동로34길)과 건물번호(17)가 완전히 일치하며, 지상1층 또한 일치합니다. KOMSCO의 주소(서울특별시 강남구 학동로34길 17 (논현동) 지상1층)와 PCMap의 주소(서울 강남구 학동로34길 17 지상1층)는 도로명, 건물번호, 층이 모두 일치합니다. 논현동은 동의 명칭 차이로 간주되며, '지상1층'은 동일한 위치를 나타냅니다. 카테고리가 '없음'으로 명확하지 않지만, 주소가 완전히 일치하고, 업종이 명확히 비음식이 아님을 확인할 수 없습니다. 따라서 주소 기준으로 강한 MATCH 증거로 판단합니다.",OUT_OF_SCOPE,101959,,,
9606,8b0e09234362e7a8c36322cfa0a01205,제이콥스플래닝앤디자인,서울특별시 강남구 학동로53길 3-12 (논현동) 제이콥스플래닝앤디자인,NO,NOT_FOUND,REJECTED,PLACE_ID_MISSING,,,,,,,,,,,8174,,,
9617,941c1e1a6327a290d00c58b738ccd8c3,(주)에스지푸드 논현역 마성떡볶이,서울특별시 강남구 학동로 지하 102 (논현동) 지하 1층 732-102호 (논현역),YES,NOT_FOUND,REJECTED,NO_SEARCH_RESULT,,,,,,,,,,,10557,,,
9722,c8171f72d52e8df2543d7ff7165965fc,호두당 신사점,서울특별시 강남구 도산대로 지하102(신사동) 327-114호,YES,NOT_FOUND,REJECTED,NO_SEARCH_RESULT,,,,,,,,,,,8016,,,
9772,bea2bde91c804f96a699c37d71404a28,핫브레드 논현역점,서울특별시 강남구 학동로 지하102(논현동) 지하2층 731-201호,YES,NOT_FOUND,REJECTED,PLACE_ID_MISSING,,,,,,,,,,,8391,,,
9807,c3cf4ce0e1ad31be42f903b5c938ed03,(주)마리킹 신사역점,서울특별시 강남구 도산대로 지하102(신사동) 327-113호,YES,NOT_FOUND,REJECTED,NO_SEARCH_RESULT,,,,,,,,,,,10467,,,
9859,3eb9e37bfeca2f6f24d0e42b803eec64,탕탕미엔,"서울특별시 강남구 강남대로122길 16, 1층 1호 (논현동) 탕탕미엔",NO,NOT_FOUND,REJECTED,NO_SEARCH_RESULT,,,,,,,,,,,7931,,,
9906,35a963ca448e97773c3dc97915dab301,케이디,"서울특별시 강남구 학동로43길 38 (논현동, 논현웰스톤) 지하1층 B141호",NO,ERROR,ERROR,QWEN_SEMANTIC_FAILURE;Qwen semantic response failed after one retry,1,1016870534,"케이디발란스척추,자세교정",,서울 강남구 테헤란로52길 6 테헤란로오피스빌딩 1205호,서울 강남구 역삼동 707-38,"0,1,2,3,4",NO_MATCH,"KOMSCO의 주소와 PCMap의 주소는 도로명, 건물번호, 동, 호, 건물명 등 핵심 정보가 모두 다르며, PCMap의 카테고리가 '없음'으로 명백히 음식점이 아님을 확인함. 따라서 두 업체는 실제 사업장이 다르다고 판단됨.",,131306,,,
